0,1,1,1
0,1,2,1
0,1,3,1
0,1,4,1
0,1,5,1
0,1,6,1
0,1,7,1
0,1,8,1
0,1,9,1
0,1,10,1
0,1,11,2
0,1,12,2
0,1,13,2
0,1,14,2
0,1,15,2
0,1,16,2
0,1,17,2
0,1,18,2
0,1,19,2
0,1,20,2
0,1,21,3
0,1,22,3
0,1,23,3
0,1,24,3
0,1,25,3
0,1,26,3
0,1,27,3
0,1,28,3
0,1,29,3
0,1,30,3
0,1,31,4
0,1,32,4
0,1,33,4
0,1,34,4
0,1,35,4
0,1,36,4
0,1,37,4
0,1,38,4
0,1,39,4
0,1,40,4
0,1,41,5
0,1,42,5
0,1,43,5
0,1,44,5
0,1,45,5
0,1,46,5
0,1,47,5
0,1,48,5
0,1,49,5
0,1,50,5
0,2,51,1
0,2,52,1
0,2,53,1
0,2,54,1
0,2,55,1
0,2,56,1
0,2,57,1
0,2,58,1
0,2,59,1
0,2,60,1
0,2,61,2
0,2,62,2
0,2,63,2
0,2,64,2
0,2,65,2
0,2,66,2
0,2,67,2
0,2,68,2
0,2,69,2
0,2,70,2
0,2,71,3
0,2,72,3
0,2,73,3
0,2,74,3
0,2,75,3
0,2,76,3
0,2,77,3
0,2,78,3
0,2,79,3
0,2,80,3
0,2,81,4
0,2,82,4
0,2,83,4
0,2,84,4
0,2,85,4
0,2,86,4
0,2,87,4
0,2,88,4
0,2,89,4
0,2,90,4
0,2,91,5
0,2,92,5
0,2,93,5
0,2,94,5
0,2,95,5
0,2,96,5
0,2,97,5
0,2,98,5
0,2,99,5
0,2,100,5
0,3,101,1
0,3,102,1
0,3,103,1
0,3,104,1
0,3,105,1
0,3,106,1
0,3,107,1
0,3,108,1
0,3,109,1
0,3,110,1
0,3,111,2
0,3,112,2
0,3,113,2
0,3,114,2
0,3,115,2
0,3,116,2
0,3,117,2
0,3,118,2
0,3,119,2
0,3,120,2
0,3,121,3
0,3,122,3
0,3,123,3
0,3,124,3
0,3,125,3
0,3,126,3
0,3,127,3
0,3,128,3
0,3,129,3
0,3,130,3
0,3,131,4
0,3,132,4
0,3,133,4
0,3,134,4
0,3,135,4
0,3,136,4
0,3,137,4
0,3,138,4
0,3,139,4
0,3,140,4
0,3,141,5
0,3,142,5
0,3,143,5
0,3,144,5
0,3,145,5
0,3,146,5
0,3,147,5
0,3,148,5
0,3,149,5
0,3,150,5
0,4,151,1
0,4,152,1
0,4,153,1
0,4,154,1
0,4,155,1
0,4,156,1
0,4,157,1
0,4,158,1
0,4,159,1
